id,score1,score2,score3,final_score,school_name,school_encoded,cluster,xep_loai
2506,5.7,4.2,4.7,4.9,THPT Nguyễn Hữu Cầu,1.0,1,Yếu
2507,5.9,5.8,5.8,5.8,Trường THPT Lê Quý Đôn,5.0,4,Trung bình
2508,7.6,7.9,8.0,7.8,Trường THPT Gia Định,17.0,3,Giỏi
2509,7.1,7.7,8.0,7.6,Trường THCS Việt Úc,8.0,2,Khá
2510,9.7,9.8,9.7,9.7,Trường THCS Colette,16.0,0,Xuất sắc
2511,8.7,9.0,8.8,8.8,Trường THCS Nguyễn Hữu Thọ,14.0,0,Xuất sắc
2512,3.4,3.3,5.2,4.0,Trường THPT Trần Phú,7.0,1,Yếu
2513,8.7,8.9,8.6,8.7,Trường THCS Lê Quý Đôn,18.0,0,Xuất sắc
2514,8.8,8.5,8.6,8.6,Trường THPT Nguyễn Thị Minh Khai,15.0,0,Xuất sắc
2515,8.6,8.4,8.6,8.5,Trường THCS Nguyễn Hữu Thọ,14.0,0,Xuất sắc
2516,6.3,5.7,6.6,6.2,Trường THCS Nguyễn Du,2.0,4,Trung bình
2517,8.4,8.4,8.1,8.3,Trường THCS Lê Quý Đôn,18.0,3,Giỏi
2518,9.0,9.2,9.5,9.2,Trường THPT Gia Định,17.0,0,Xuất sắc
2519,2.9,2.7,4.9,3.5,THPT Nguyễn Hữu Cầu,1.0,1,Yếu
2520,7.0,6.5,7.4,7.0,Trường THCS Bạch Đằng,4.0,2,Khá
2521,8.8,8.5,8.9,8.7,Trường THCS Colette,16.0,0,Xuất sắc
2522,8.4,8.3,8.2,8.3,Trường THCS Việt Úc,8.0,2,Khá
2523,8.5,8.6,8.9,8.7,Trường THCS Nguyễn Hữu Thọ,14.0,0,Xuất sắc
2524,8.3,8.1,7.9,8.1,Trường THPT Trần Phú,7.0,2,Khá
2525,7.9,8.2,8.3,8.1,Trường THPT Nguyễn Thị Minh Khai,15.0,3,Giỏi
2526,7.8,8.4,8.3,8.2,Trường THPT Trần Phú,7.0,2,Khá
2527,8.5,8.5,8.7,8.6,Trường THPT Trần Phú,7.0,2,Khá
2528,6.1,6.3,5.9,6.1,Trường THPT Mạc Đĩnh Chi,3.0,4,Trung bình
2529,9.8,9.5,9.9,9.7,Trường THPT Gia Định,17.0,0,Xuất sắc
2530,9.1,8.3,8.9,8.8,Trường THCS Colette,16.0,0,Xuất sắc
2531,5.3,2.6,6.4,4.8,Trường THPT Lê Quý Đôn,5.0,1,Yếu
2532,8.3,8.0,8.4,8.2,Trường THCS Việt Úc,8.0,2,Khá
2533,9.0,9.1,9.3,9.1,Trường THCS Lê Quý Đôn,18.0,0,Xuất sắc
2534,8.8,8.7,8.8,8.8,Trường THCS Nguyễn Hữu Thọ,14.0,0,Xuất sắc
2535,8.3,8.1,8.6,8.3,Trường THCS Hai Bà Trưng,12.0,3,Giỏi
2536,8.4,8.0,8.1,8.2,Trường THPT Nguyễn Thượng Hiền,19.0,3,Giỏi
2537,8.7,8.5,8.9,8.7,Trường THPT Nguyễn Thị Minh Khai,15.0,0,Xuất sắc
2538,10.0,9.7,10.0,9.9,Trường THCS Nguyễn Hữu Thọ,14.0,0,Xuất sắc
2539,8.7,8.7,9.2,8.9,Trường THCS Nguyễn Hữu Thọ,14.0,0,Xuất sắc
2540,5.2,4.9,6.4,5.5,Trường THPT Mạc Đĩnh Chi,3.0,4,Trung bình
2541,9.7,9.7,9.8,9.7,Trường THPT Nguyễn Thượng Hiền,19.0,0,Xuất sắc
2542,3.3,5.1,5.1,4.5,Trường THPT Lê Quý Đôn,5.0,1,Yếu
2543,8.1,8.2,8.2,8.2,Trường THPT Nguyễn Thượng Hiền,19.0,3,Giỏi
2544,6.8,7.1,7.3,7.1,Trường THPT Nguyễn Hữu Huân,13.0,3,Giỏi
2545,6.9,6.9,7.6,7.1,Trường THPT Nguyễn Thượng Hiền,19.0,3,Giỏi
2546,8.6,8.6,8.8,8.7,Trường THPT Nguyễn Thượng Hiền,19.0,0,Xuất sắc
2547,8.5,8.6,9.0,8.7,Trường THPT Gia Định,17.0,0,Xuất sắc
2548,9.1,8.6,8.8,8.8,Trường THCS Nguyễn Hữu Thọ,14.0,0,Xuất sắc
2549,9.2,9.1,9.6,9.3,Trường THCS Hai Bà Trưng,12.0,0,Xuất sắc
2550,4.2,5.4,5.7,5.1,Trường THPT Mạc Đĩnh Chi,3.0,1,Yếu
2551,9.3,9.0,9.6,9.3,Trường THPT Nguyễn Thị Minh Khai,15.0,0,Xuất sắc
2552,9.1,8.7,8.8,8.9,Trường THCS Lê Quý Đôn,18.0,0,Xuất sắc
2553,8.4,7.9,8.3,8.2,Trường THCS Á Châu,6.0,2,Khá
2554,4.1,4.2,6.3,4.9,Trường THPT Lê Quý Đôn,5.0,1,Yếu
2555,9.4,8.9,9.6,9.3,Trường THPT Bùi Thị Xuân,11.0,0,Xuất sắc
2556,6.9,6.6,7.5,7.0,Trường THCS Á Châu,6.0,2,Khá
2557,7.9,7.1,8.1,7.7,Trường THPT Nguyễn Thị Minh Khai,15.0,3,Giỏi
2558,7.6,6.8,7.9,7.4,Trường THCS Trần Văn Ơn,10.0,2,Khá
2559,8.5,8.7,8.9,8.7,Trường THPT Phú Nhuận,9.0,0,Xuất sắc
2560,9.0,8.8,9.7,9.2,Trường THCS Lê Quý Đôn,18.0,0,Xuất sắc
2561,7.7,7.4,7.0,7.4,Trường THCS Hai Bà Trưng,12.0,3,Giỏi
2562,7.4,7.4,7.4,7.4,Trường THCS Á Châu,6.0,2,Khá
2563,6.9,7.4,6.5,6.9,Trường THCS Lê Quý Đôn,18.0,3,Giỏi
2564,5.8,3.7,6.4,5.3,Trường THCS Đoàn Thị Điểm,0.0,1,Yếu
2565,8.8,8.6,9.1,8.8,Trường THCS Á Châu,6.0,0,Xuất sắc
2566,6.3,5.3,5.8,5.8,Trường THPT Phú Nhuận,9.0,4,Trung bình
2567,4.2,4.0,5.6,4.6,Trường THPT Lê Quý Đôn,5.0,1,Yếu
2568,5.6,6.3,5.7,5.9,THPT Nguyễn Hữu Cầu,1.0,4,Trung bình
2569,6.0,5.4,6.4,5.9,Trường THPT Mạc Đĩnh Chi,3.0,4,Trung bình
2570,7.4,7.2,8.3,7.6,Trường THPT Gia Định,17.0,3,Giỏi
2571,9.4,9.2,9.4,9.3,Trường THCS Lê Quý Đôn,18.0,0,Xuất sắc
2572,7.7,7.6,7.1,7.5,Trường THPT Mạc Đĩnh Chi,3.0,2,Khá
2573,6.3,5.2,5.7,5.7,Trường THPT Lê Quý Đôn,5.0,4,Trung bình
2574,6.5,6.2,5.9,6.2,Trường THCS Việt Úc,8.0,4,Trung bình
2575,9.7,9.7,10.0,9.8,Trường THPT Nguyễn Thị Minh Khai,15.0,0,Xuất sắc
2576,9.1,9.4,9.4,9.3,Trường THPT Gia Định,17.0,0,Xuất sắc
2577,6.1,5.7,7.1,6.3,Trường THCS Việt Úc,8.0,4,Trung bình
2578,8.1,8.1,8.2,8.1,Trường THPT Phú Nhuận,9.0,3,Giỏi
2579,4.6,4.2,5.0,4.6,Trường THCS Bạch Đằng,4.0,1,Yếu
2580,7.0,6.5,7.2,6.9,Trường THCS Colette,16.0,3,Giỏi
2581,8.0,8.0,8.0,8.0,Trường THPT Nguyễn Thượng Hiền,19.0,3,Giỏi
2582,8.5,8.9,8.6,8.7,Trường THCS Nguyễn Hữu Thọ,14.0,0,Xuất sắc
2583,7.2,7.1,6.5,6.9,Trường THPT Bùi Thị Xuân,11.0,2,Khá
2584,6.2,5.7,6.1,6.0,Trường THPT Nguyễn Hữu Huân,13.0,4,Trung bình
2585,8.5,8.6,9.1,8.7,Trường THPT Trần Phú,7.0,0,Xuất sắc
2586,8.1,7.8,8.5,8.1,Trường THPT Nguyễn Thượng Hiền,19.0,3,Giỏi
2587,7.1,5.4,5.9,6.1,Trường THCS Lê Quý Đôn,18.0,4,Trung bình
2588,4.1,3.6,4.8,4.2,Trường THPT Mạc Đĩnh Chi,3.0,1,Yếu
2589,6.4,5.3,6.2,6.0,Trường THPT Nguyễn Thượng Hiền,19.0,4,Trung bình
2590,7.5,7.6,8.3,7.8,Trường THPT Nguyễn Hữu Huân,13.0,3,Giỏi
2591,8.6,8.6,8.9,8.7,Trường THPT Nguyễn Thượng Hiền,19.0,0,Xuất sắc
2592,7.7,7.2,7.2,7.4,Trường THPT Gia Định,17.0,3,Giỏi
2593,8.7,8.8,9.1,8.9,Trường THPT Nguyễn Thị Minh Khai,15.0,0,Xuất sắc
2594,6.2,5.6,5.8,5.9,Trường THCS Nguyễn Du,2.0,4,Trung bình
2595,8.1,8.5,8.3,8.3,Trường THCS Lê Quý Đôn,18.0,3,Giỏi
2596,7.3,8.1,7.2,7.5,Trường THPT Nguyễn Thị Minh Khai,15.0,3,Giỏi
2597,7.4,6.3,7.1,6.9,Trường THPT Mạc Đĩnh Chi,3.0,2,Khá
2598,5.7,5.5,6.1,5.8,Trường THPT Mạc Đĩnh Chi,3.0,4,Trung bình
2599,7.8,8.1,8.6,8.2,Trường THCS Á Châu,6.0,2,Khá
2600,9.0,9.3,9.1,9.1,Trường THPT Nguyễn Thượng Hiền,19.0,0,Xuất sắc
2601,8.8,9.4,9.4,9.2,Trường THCS Colette,16.0,0,Xuất sắc
2602,8.7,8.8,9.4,9.0,Trường THCS Nguyễn Hữu Thọ,14.0,0,Xuất sắc
2603,7.6,7.1,7.8,7.5,Trường THPT Nguyễn Thị Minh Khai,15.0,3,Giỏi
2604,8.2,7.9,8.1,8.1,THPT Nguyễn Hữu Cầu,1.0,2,Khá
2605,6.2,6.0,7.0,6.4,Trường THCS Nguyễn Du,2.0,4,Trung bình
2606,8.7,8.7,8.6,8.7,Trường THPT Gia Định,17.0,0,Xuất sắc
2607,5.9,5.8,6.2,6.0,Trường THCS Việt Úc,8.0,4,Trung bình
2608,7.0,7.1,6.6,6.9,Trường THPT Phú Nhuận,9.0,2,Khá
2609,6.8,7.5,8.3,7.5,Trường THPT Mạc Đĩnh Chi,3.0,2,Khá
2610,8.1,8.1,8.2,8.1,Trường THCS Việt Úc,8.0,2,Khá
2611,8.4,8.7,8.8,8.6,Trường THPT Trần Phú,7.0,0,Xuất sắc
2612,7.5,6.8,7.1,7.1,Trường THPT Phú Nhuận,9.0,2,Khá
2613,6.6,7.3,7.3,7.1,Trường THCS Hai Bà Trưng,12.0,3,Giỏi
2614,7.6,7.4,8.4,7.8,Trường THCS Nguyễn Du,2.0,2,Khá
2615,6.0,5.4,6.2,5.9,Trường THPT Phú Nhuận,9.0,4,Trung bình
2616,7.0,7.0,7.3,7.1,Trường THCS Nguyễn Hữu Thọ,14.0,3,Giỏi
2617,8.9,8.8,8.3,8.7,Trường THPT Nguyễn Thượng Hiền,19.0,0,Xuất sắc
2618,7.4,6.4,6.8,6.9,Trường THCS Bạch Đằng,4.0,2,Khá
2619,7.4,7.5,7.7,7.5,Trường THCS Lê Quý Đôn,18.0,3,Giỏi
2620,4.0,3.8,5.2,4.3,Trường THCS Đoàn Thị Điểm,0.0,1,Yếu
2621,9.3,9.3,9.5,9.4,Trường THCS Lê Quý Đôn,18.0,0,Xuất sắc
2622,8.4,8.1,8.1,8.2,THPT Nguyễn Hữu Cầu,1.0,2,Khá
2623,8.2,7.3,7.4,7.6,Trường THCS Bạch Đằng,4.0,2,Khá
2624,8.2,8.1,8.2,8.2,Trường THCS Việt Úc,8.0,2,Khá
2625,9.3,8.8,9.5,9.2,Trường THPT Gia Định,17.0,0,Xuất sắc
2626,8.1,8.6,8.4,8.4,Trường THCS Hai Bà Trưng,12.0,3,Giỏi
2627,7.1,6.9,7.1,7.0,Trường THPT Mạc Đĩnh Chi,3.0,2,Khá
2628,9.8,9.5,9.8,9.7,Trường THPT Nguyễn Thượng Hiền,19.0,0,Xuất sắc
2629,7.3,6.4,6.5,6.7,Trường THCS Á Châu,6.0,4,Trung bình
2630,6.3,6.1,5.7,6.0,Trường THCS Trần Văn Ơn,10.0,4,Trung bình
2631,6.7,5.7,6.1,6.2,THPT Nguyễn Hữu Cầu,1.0,4,Trung bình
2632,7.3,7.2,7.4,7.3,Trường THCS Đoàn Thị Điểm,0.0,2,Khá
2633,8.8,8.6,8.9,8.8,THPT Nguyễn Hữu Cầu,1.0,2,Khá
2634,6.0,5.6,5.8,5.8,Trường THCS Việt Úc,8.0,4,Trung bình
2635,9.2,8.7,9.3,9.1,Trường THCS Colette,16.0,0,Xuất sắc
2636,7.8,7.7,8.3,7.9,Trường THPT Gia Định,17.0,3,Giỏi
2637,6.4,5.2,5.6,5.7,Trường THPT Phú Nhuận,9.0,4,Trung bình
2638,9.2,9.4,9.6,9.4,Trường THPT Nguyễn Thị Minh Khai,15.0,0,Xuất sắc
2639,5.5,6.0,6.2,5.9,Trường THCS Á Châu,6.0,4,Trung bình
2640,7.8,7.6,7.8,7.7,Trường THCS Đoàn Thị Điểm,0.0,2,Khá
2641,8.7,8.5,8.4,8.5,Trường THCS Đoàn Thị Điểm,0.0,2,Khá
2642,7.2,7.2,7.5,7.3,Trường THPT Nguyễn Hữu Huân,13.0,3,Giỏi
2643,9.7,9.4,10.0,9.7,Trường THCS Lê Quý Đôn,18.0,0,Xuất sắc
2644,5.8,5.0,6.2,5.7,Trường THPT Mạc Đĩnh Chi,3.0,4,Trung bình
2645,8.4,8.0,8.4,8.3,Trường THPT Trần Phú,7.0,2,Khá
2646,8.5,8.6,8.8,8.6,Trường THCS Hai Bà Trưng,12.0,0,Xuất sắc
2647,8.1,7.9,8.2,8.1,Trường THPT Nguyễn Thượng Hiền,19.0,3,Giỏi
2648,6.4,6.1,5.9,6.1,Trường THCS Á Châu,6.0,4,Trung bình
2649,6.3,5.9,5.7,6.0,Trường THCS Trần Văn Ơn,10.0,4,Trung bình
2650,8.0,8.2,8.3,8.2,Trường THCS Colette,16.0,3,Giỏi
2651,6.4,6.7,7.6,6.9,Trường THPT Phú Nhuận,9.0,2,Khá
2652,7.1,6.4,6.1,6.5,THPT Nguyễn Hữu Cầu,1.0,4,Trung bình
2653,9.0,8.9,9.3,9.1,Trường THCS Trần Văn Ơn,10.0,0,Xuất sắc
2654,5.6,5.7,6.1,5.8,Trường THCS Bạch Đằng,4.0,4,Trung bình
2655,8.3,8.1,8.4,8.3,Trường THPT Trần Phú,7.0,2,Khá
2656,9.1,9.2,9.3,9.2,Trường THPT Nguyễn Thượng Hiền,19.0,0,Xuất sắc
2657,9.3,9.4,9.1,9.3,Trường THCS Nguyễn Hữu Thọ,14.0,0,Xuất sắc
2658,9.2,9.3,9.5,9.3,Trường THPT Nguyễn Thượng Hiền,19.0,0,Xuất sắc
2659,6.9,6.5,7.4,6.9,Trường THPT Lê Quý Đôn,5.0,2,Khá
2660,8.1,7.3,8.1,7.8,Trường THCS Á Châu,6.0,2,Khá
2661,8.6,8.9,9.1,8.9,Trường THCS Nguyễn Hữu Thọ,14.0,0,Xuất sắc
2662,5.6,6.1,6.1,5.9,Trường THPT Bùi Thị Xuân,11.0,4,Trung bình
2663,8.3,8.2,8.4,8.3,Trường THPT Bùi Thị Xuân,11.0,3,Giỏi
2664,8.4,8.6,8.7,8.6,Trường THPT Trần Phú,7.0,2,Khá
2665,6.9,6.5,6.9,6.8,Trường THPT Mạc Đĩnh Chi,3.0,2,Khá
2666,6.4,5.7,6.4,6.2,Trường THCS Hai Bà Trưng,12.0,4,Trung bình
2667,5.5,5.6,6.0,5.7,Trường THCS Đoàn Thị Điểm,0.0,4,Trung bình
2668,4.1,3.4,5.0,4.2,Trường THCS Đoàn Thị Điểm,0.0,1,Yếu
2669,7.0,6.7,7.6,7.1,Trường THCS Việt Úc,8.0,2,Khá
2670,7.5,7.9,7.6,7.7,Trường THPT Nguyễn Hữu Huân,13.0,3,Giỏi
2671,4.3,4.8,4.7,4.6,Trường THCS Bạch Đằng,4.0,1,Yếu
2672,8.7,8.9,9.0,8.9,Trường THPT Bùi Thị Xuân,11.0,0,Xuất sắc
2673,9.3,9.3,8.9,9.2,Trường THCS Lê Quý Đôn,18.0,0,Xuất sắc
2674,9.2,8.5,8.7,8.8,Trường THCS Việt Úc,8.0,0,Xuất sắc
2675,6.8,6.9,7.3,7.0,Trường THPT Mạc Đĩnh Chi,3.0,2,Khá
2676,9.3,8.9,9.5,9.2,Trường THCS Colette,16.0,0,Xuất sắc
2677,8.0,7.5,7.6,7.7,Trường THPT Phú Nhuận,9.0,2,Khá
2678,9.9,9.6,9.8,9.8,Trường THCS Colette,16.0,0,Xuất sắc
2679,8.2,7.7,8.3,8.1,THPT Nguyễn Hữu Cầu,1.0,2,Khá
2680,7.0,6.3,6.9,6.7,Trường THCS Đoàn Thị Điểm,0.0,4,Trung bình
2681,5.1,4.2,5.1,4.8,THPT Nguyễn Hữu Cầu,1.0,1,Yếu
2682,4.0,3.0,4.8,3.9,Trường THCS Nguyễn Du,2.0,1,Yếu
2683,8.3,8.1,8.3,8.2,Trường THPT Trần Phú,7.0,2,Khá
2684,8.0,8.0,8.2,8.1,Trường THPT Gia Định,17.0,3,Giỏi
2685,6.9,7.0,6.7,6.9,Trường THCS Đoàn Thị Điểm,0.0,2,Khá
2686,5.8,6.1,6.8,6.2,Trường THCS Bạch Đằng,4.0,4,Trung bình
2687,8.7,8.6,9.0,8.8,Trường THCS Trần Văn Ơn,10.0,0,Xuất sắc
2688,7.3,6.1,7.2,6.9,Trường THCS Nguyễn Hữu Thọ,14.0,3,Giỏi
2689,8.7,8.6,8.9,8.7,Trường THCS Colette,16.0,0,Xuất sắc
2690,9.9,9.7,10.0,9.9,Trường THCS Lê Quý Đôn,18.0,0,Xuất sắc
2691,8.0,7.4,7.9,7.8,Trường THPT Trần Phú,7.0,2,Khá
2692,8.1,8.1,8.1,8.1,Trường THCS Colette,16.0,3,Giỏi
2693,4.7,3.6,5.9,4.7,THPT Nguyễn Hữu Cầu,1.0,1,Yếu
2694,6.6,6.5,7.0,6.7,Trường THPT Bùi Thị Xuân,11.0,2,Khá
2695,8.5,8.1,8.4,8.3,Trường THPT Gia Định,17.0,3,Giỏi
2696,8.7,8.6,8.9,8.7,Trường THPT Nguyễn Thị Minh Khai,15.0,0,Xuất sắc
2697,9.1,8.4,8.5,8.7,Trường THCS Trần Văn Ơn,10.0,0,Xuất sắc
2698,10.0,9.8,9.8,9.9,Trường THPT Nguyễn Thượng Hiền,19.0,0,Xuất sắc
2699,9.2,8.9,9.2,9.1,Trường THCS Nguyễn Hữu Thọ,14.0,0,Xuất sắc
2700,9.8,9.8,9.8,9.8,Trường THCS Nguyễn Hữu Thọ,14.0,0,Xuất sắc
2701,9.3,9.1,9.6,9.3,Trường THPT Nguyễn Thượng Hiền,19.0,0,Xuất sắc
2702,8.4,8.4,8.2,8.3,Trường THCS Trần Văn Ơn,10.0,3,Giỏi
2703,8.9,9.2,9.2,9.1,Trường THPT Nguyễn Thượng Hiền,19.0,0,Xuất sắc
2704,8.8,8.4,8.4,8.5,Trường THPT Nguyễn Thượng Hiền,19.0,0,Xuất sắc
2705,5.8,6.1,5.9,5.9,Trường THPT Mạc Đĩnh Chi,3.0,4,Trung bình
2706,8.8,8.6,8.7,8.7,Trường THPT Nguyễn Thượng Hiền,19.0,0,Xuất sắc
2707,7.0,8.0,8.0,7.7,Trường THCS Hai Bà Trưng,12.0,3,Giỏi
2708,9.3,8.7,9.4,9.1,Trường THCS Lê Quý Đôn,18.0,0,Xuất sắc
2709,7.3,7.0,7.5,7.3,Trường THPT Phú Nhuận,9.0,2,Khá
2710,8.0,7.5,7.6,7.7,Trường THPT Gia Định,17.0,3,Giỏi
2711,8.7,8.7,9.1,8.8,Trường THCS Lê Quý Đôn,18.0,0,Xuất sắc
2712,7.1,7.0,7.2,7.1,Trường THCS Hai Bà Trưng,12.0,3,Giỏi
2713,9.7,9.9,9.8,9.8,Trường THCS Nguyễn Hữu Thọ,14.0,0,Xuất sắc
2714,9.1,9.1,9.5,9.2,Trường THCS Colette,16.0,0,Xuất sắc
2715,9.7,9.7,9.9,9.8,Trường THPT Gia Định,17.0,0,Xuất sắc
2716,9.4,9.2,9.5,9.4,Trường THCS Lê Quý Đôn,18.0,0,Xuất sắc
2717,5.9,5.7,6.1,5.9,Trường THPT Nguyễn Thị Minh Khai,15.0,4,Trung bình
2718,6.0,6.1,6.6,6.2,Trường THCS Việt Úc,8.0,4,Trung bình
2719,8.6,8.9,8.5,8.7,Trường THPT Gia Định,17.0,0,Xuất sắc
2720,8.2,7.7,8.1,8.0,Trường THCS Đoàn Thị Điểm,0.0,2,Khá
2721,9.3,9.0,9.1,9.1,Trường THPT Nguyễn Thị Minh Khai,15.0,0,Xuất sắc
2722,6.0,4.4,3.9,4.8,Trường THCS Đoàn Thị Điểm,0.0,1,Yếu
2723,8.5,7.3,7.2,7.7,Trường THCS Trần Văn Ơn,10.0,3,Giỏi
2724,6.0,5.8,6.0,5.9,Trường THPT Lê Quý Đôn,5.0,4,Trung bình
2725,7.3,7.2,7.6,7.4,Trường THCS Hai Bà Trưng,12.0,3,Giỏi
2726,9.1,9.2,9.6,9.3,Trường THCS Nguyễn Hữu Thọ,14.0,0,Xuất sắc
2727,4.1,2.9,5.2,4.1,Trường THPT Phú Nhuận,9.0,1,Yếu
2728,8.2,7.3,8.0,7.8,Trường THCS Hai Bà Trưng,12.0,3,Giỏi
2729,9.6,9.8,9.9,9.8,Trường THCS Colette,16.0,0,Xuất sắc
2730,7.4,7.5,8.4,7.8,Trường THCS Á Châu,6.0,2,Khá
2731,8.0,8.1,8.3,8.1,Trường THCS Colette,16.0,3,Giỏi
2732,6.4,6.7,7.4,6.8,Trường THPT Phú Nhuận,9.0,2,Khá
2733,10.0,9.7,10.0,9.9,Trường THPT Nguyễn Thượng Hiền,19.0,0,Xuất sắc
2734,10.0,9.8,9.9,9.9,Trường THCS Lê Quý Đôn,18.0,0,Xuất sắc
2735,8.6,8.2,8.6,8.5,Trường THPT Gia Định,17.0,0,Xuất sắc
2736,4.3,4.6,5.1,4.7,Trường THPT Mạc Đĩnh Chi,3.0,1,Yếu
2737,9.9,9.8,10.0,9.9,Trường THPT Nguyễn Thị Minh Khai,15.0,0,Xuất sắc
2738,8.1,8.0,8.6,8.2,Trường THCS Á Châu,6.0,2,Khá
2739,8.7,8.9,9.0,8.9,Trường THCS Nguyễn Hữu Thọ,14.0,0,Xuất sắc
2740,5.4,5.2,6.0,5.5,Trường THCS Bạch Đằng,4.0,4,Trung bình
2741,7.5,7.2,7.3,7.3,Trường THPT Trần Phú,7.0,2,Khá
2742,7.5,7.3,7.9,7.6,Trường THCS Colette,16.0,3,Giỏi
2743,7.2,7.2,6.4,6.9,Trường THPT Bùi Thị Xuân,11.0,2,Khá
2744,9.2,9.6,9.5,9.4,Trường THCS Lê Quý Đôn,18.0,0,Xuất sắc
2745,5.8,5.6,6.3,5.9,Trường THPT Lê Quý Đôn,5.0,4,Trung bình
2746,8.9,8.7,8.8,8.8,Trường THPT Gia Định,17.0,0,Xuất sắc
2747,8.1,8.3,8.4,8.3,Trường THCS Nguyễn Hữu Thọ,14.0,3,Giỏi
2748,9.4,9.3,8.9,9.2,Trường THPT Gia Định,17.0,0,Xuất sắc
2749,7.1,6.4,7.2,6.9,Trường THCS Nguyễn Du,2.0,2,Khá
2750,9.1,9.2,9.1,9.1,Trường THCS Nguyễn Hữu Thọ,14.0,0,Xuất sắc
2751,8.3,8.1,8.1,8.2,Trường THCS Nguyễn Du,2.0,2,Khá
2752,6.0,5.4,6.6,6.0,Trường THCS Nguyễn Du,2.0,4,Trung bình
2753,4.2,3.9,5.3,4.5,Trường THCS Bạch Đằng,4.0,1,Yếu
2754,3.8,3.9,5.0,4.2,Trường THCS Bạch Đằng,4.0,1,Yếu
2755,5.7,6.4,6.5,6.2,Trường THCS Hai Bà Trưng,12.0,4,Trung bình
2756,4.9,5.0,6.7,5.5,Trường THCS Bạch Đằng,4.0,4,Trung bình
2757,5.3,5.4,5.9,5.5,THPT Nguyễn Hữu Cầu,1.0,4,Trung bình
2758,9.0,8.4,8.6,8.7,Trường THPT Nguyễn Thượng Hiền,19.0,0,Xuất sắc
2759,8.4,8.7,9.1,8.7,Trường THPT Nguyễn Thị Minh Khai,15.0,0,Xuất sắc
2760,7.6,7.4,7.6,7.5,Trường THPT Nguyễn Thị Minh Khai,15.0,3,Giỏi
2761,8.1,8.2,8.1,8.1,Trường THCS Nguyễn Hữu Thọ,14.0,3,Giỏi
2762,7.0,7.1,7.2,7.1,Trường THCS Nguyễn Hữu Thọ,14.0,3,Giỏi
2763,7.6,7.3,8.1,7.7,Trường THCS Lê Quý Đôn,18.0,3,Giỏi
2764,5.4,4.7,5.3,5.1,THPT Nguyễn Hữu Cầu,1.0,1,Yếu
2765,7.0,7.1,6.6,6.9,Trường THCS Nguyễn Du,2.0,2,Khá
2766,7.9,7.2,7.6,7.6,Trường THCS Nguyễn Hữu Thọ,14.0,3,Giỏi
2767,7.9,6.9,8.1,7.6,Trường THPT Mạc Đĩnh Chi,3.0,2,Khá
2768,3.6,4.0,5.8,4.5,Trường THPT Lê Quý Đôn,5.0,1,Yếu
2769,8.8,8.6,8.7,8.7,Trường THPT Nguyễn Thị Minh Khai,15.0,0,Xuất sắc
2770,9.5,9.0,9.4,9.3,Trường THCS Nguyễn Hữu Thọ,14.0,0,Xuất sắc
2771,6.0,5.2,6.0,5.7,Trường THCS Nguyễn Du,2.0,4,Trung bình
2772,4.2,4.1,5.9,4.7,Trường THCS Nguyễn Du,2.0,1,Yếu
2773,9.9,9.7,9.8,9.8,Trường THCS Colette,16.0,0,Xuất sắc
2774,7.9,8.5,8.6,8.3,Trường THPT Bùi Thị Xuân,11.0,3,Giỏi
2775,7.0,6.1,7.2,6.8,Trường THCS Hai Bà Trưng,12.0,2,Khá
2776,6.4,5.9,6.5,6.3,Trường THPT Nguyễn Hữu Huân,13.0,4,Trung bình
2777,5.3,3.8,4.6,4.6,Trường THCS Á Châu,6.0,1,Yếu
2778,7.0,6.3,7.0,6.8,Trường THPT Trần Phú,7.0,2,Khá
2779,9.1,8.6,9.5,9.1,Trường THCS Lê Quý Đôn,18.0,0,Xuất sắc
2780,6.4,6.8,7.1,6.8,Trường THPT Lê Quý Đôn,5.0,2,Khá
2781,7.9,7.1,7.0,7.3,Trường THPT Mạc Đĩnh Chi,3.0,2,Khá
2782,8.4,8.0,8.3,8.2,Trường THCS Đoàn Thị Điểm,0.0,2,Khá
2783,8.0,8.4,8.2,8.2,Trường THPT Bùi Thị Xuân,11.0,3,Giỏi
2784,8.3,8.0,8.4,8.2,Trường THPT Gia Định,17.0,3,Giỏi
2785,9.1,8.6,9.4,9.0,Trường THPT Trần Phú,7.0,0,Xuất sắc
2786,8.3,8.3,8.5,8.4,Trường THPT Nguyễn Hữu Huân,13.0,3,Giỏi
2787,9.7,9.7,10.0,9.8,Trường THCS Lê Quý Đôn,18.0,0,Xuất sắc
2788,8.3,8.3,8.6,8.4,Trường THCS Việt Úc,8.0,3,Giỏi
2789,7.0,6.6,6.9,6.8,Trường THPT Lê Quý Đôn,5.0,2,Khá
2790,5.3,4.7,4.2,4.7,Trường THCS Bạch Đằng,4.0,1,Yếu
2791,9.9,9.7,9.9,9.8,Trường THPT Gia Định,17.0,0,Xuất sắc
2792,7.9,8.1,8.4,8.1,Trường THPT Nguyễn Thượng Hiền,19.0,3,Giỏi
2793,8.6,8.3,8.7,8.5,Trường THPT Nguyễn Thị Minh Khai,15.0,0,Xuất sắc
2794,8.5,8.6,8.4,8.5,Trường THPT Nguyễn Thị Minh Khai,15.0,0,Xuất sắc
2795,7.6,7.7,7.0,7.4,Trường THCS Colette,16.0,3,Giỏi
2796,6.1,5.9,6.0,6.0,Trường THCS Nguyễn Du,2.0,4,Trung bình
